Timestamp,Level,Target,Message
"2026-03-26T07:53:57.2193538-05:00","INFO","10.230.25.31","Device UP. Ping OK (460 ms)"
"2026-03-26T07:54:03.2310261-05:00","WARN","10.230.25.71","Warning state. Ping failed: TimedOut"
"2026-03-26T07:54:07.6628059-05:00","INFO","10.230.25.71","Device UP. Ping OK (2 ms)"
"2026-03-26T07:55:29.7400999-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T07:55:34.3759116-05:00","INFO","10.230.25.31","Device UP. Ping OK (287 ms)"
"2026-03-26T07:55:45.2421519-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T07:55:49.7615166-05:00","INFO","10.230.25.31","Device UP. Ping OK (268 ms)"
"2026-03-26T07:57:07.2422473-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T07:57:12.2338329-05:00","WARN","10.230.25.31","Device DOWN after 2 failed pings. Ping failed: TimedOut"
"2026-03-26T07:57:17.6385674-05:00","INFO","10.230.25.31","Device UP. Ping OK (895 ms)"
"2026-03-26T08:01:37.2325420-05:00","WARN","10.230.25.71","Warning state. Ping failed: TimedOut"
"2026-03-26T08:01:42.2742723-05:00","INFO","10.230.25.71","Device UP. Ping OK (411 ms)"
"2026-03-26T08:01:53.2357976-05:00","WARN","10.230.25.71","Warning state. Ping failed: TimedOut"
"2026-03-26T08:01:57.7066112-05:00","INFO","10.230.25.71","Device UP. Ping OK (440 ms)"
"2026-03-26T08:02:13.2335065-05:00","WARN","10.230.25.71","Warning state. Ping failed: TimedOut"
"2026-03-26T08:02:18.2213370-05:00","INFO","10.230.25.71","Device UP. Ping OK (368 ms)"
"2026-03-26T08:02:44.2339801-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:02:49.0257350-05:00","INFO","10.230.25.31","Device UP. Ping OK (135 ms)"
"2026-03-26T08:02:59.7311374-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:03:04.4157331-05:00","INFO","10.230.25.31","Device UP. Ping OK (110 ms)"
"2026-03-26T08:03:20.2357615-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:03:25.2333398-05:00","WARN","10.230.25.31","Device DOWN after 2 failed pings. Ping failed: TimedOut"
"2026-03-26T08:03:35.1816642-05:00","INFO","10.230.25.31","Device UP. Ping OK (430 ms)"
"2026-03-26T08:03:56.2322616-05:00","WARN","10.230.25.71","Warning state. Ping failed: TimedOut"
"2026-03-26T08:04:00.9293245-05:00","INFO","10.230.25.71","Device UP. Ping OK (510 ms)"
"2026-03-26T08:05:07.7324051-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:05:12.2491484-05:00","INFO","10.230.25.31","Device UP. Ping OK (215 ms)"
"2026-03-26T08:05:23.2305696-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:05:27.9389363-05:00","INFO","10.230.25.31","Device UP. Ping OK (469 ms)"
"2026-03-26T08:05:43.2324936-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:05:48.1807814-05:00","INFO","10.230.25.31","Device UP. Ping OK (520 ms)"
"2026-03-26T08:06:19.2317533-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:06:23.8934626-05:00","INFO","10.230.25.31","Device UP. Ping OK (424 ms)"
"2026-03-26T08:06:29.2320459-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:06:33.7178899-05:00","INFO","10.230.25.31","Device UP. Ping OK (246 ms)"
"2026-03-26T08:06:39.2326010-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:06:44.2331928-05:00","WARN","10.230.25.31","Device DOWN after 2 failed pings. Ping failed: TimedOut"
"2026-03-26T08:06:54.0369997-05:00","INFO","10.230.25.31","Device UP. Ping OK (120 ms)"
"2026-03-26T08:07:04.7441458-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:07:09.7305962-05:00","WARN","10.230.25.31","Device DOWN after 2 failed pings. Ping failed: TimedOut"
"2026-03-26T08:07:14.2854657-05:00","INFO","10.230.25.31","Device UP. Ping OK (149 ms)"
"2026-03-26T08:07:20.2365072-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:07:24.7449271-05:00","INFO","10.230.25.31","Device UP. Ping OK (436 ms)"
"2026-03-26T08:07:45.2338762-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:07:49.7422326-05:00","INFO","10.230.25.31","Device UP. Ping OK (20 ms)"
"2026-03-26T08:13:07.2340985-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:13:12.7316150-05:00","WARN","10.230.25.31","Device DOWN after 2 failed pings. Ping failed: TimedOut"
"2026-03-26T08:13:17.2802874-05:00","INFO","10.230.25.31","Device UP. Ping OK (364 ms)"
"2026-03-26T08:13:27.7388588-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:13:32.6818298-05:00","INFO","10.230.25.31","Device UP. Ping OK (420 ms)"
"2026-03-26T08:13:59.2325736-05:00","WARN","10.230.25.71","Warning state. Ping failed: TimedOut"
"2026-03-26T08:14:03.9941461-05:00","INFO","10.230.25.71","Device UP. Ping OK (549 ms)"
"2026-03-26T08:14:08.7339163-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:14:13.8426572-05:00","INFO","10.230.25.31","Device UP. Ping OK (582 ms)"
"2026-03-26T08:14:54.7334916-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:14:59.3346995-05:00","INFO","10.230.25.31","Device UP. Ping OK (238 ms)"
"2026-03-26T08:15:20.2357866-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:15:25.1628818-05:00","INFO","10.230.25.31","Device UP. Ping OK (437 ms)"
"2026-03-26T08:15:30.7342056-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:15:35.1447395-05:00","INFO","10.230.25.31","Device UP. Ping OK (202 ms)"
"2026-03-26T08:15:50.7341020-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:15:56.0434673-05:00","INFO","10.230.25.31","Device UP. Ping OK (680 ms)"
"2026-03-26T08:16:01.2321126-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:16:06.2334518-05:00","WARN","10.230.25.31","Device DOWN after 2 failed pings. Ping failed: TimedOut"
"2026-03-26T08:16:10.7613024-05:00","INFO","10.230.25.31","Device UP. Ping OK (162 ms)"
"2026-03-26T08:16:16.7384257-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:16:21.7417063-05:00","WARN","10.230.25.31","Device DOWN after 2 failed pings. Ping failed: TimedOut"
"2026-03-26T08:16:26.0924376-05:00","INFO","10.230.25.31","Device UP. Ping OK (109 ms)"
"2026-03-26T08:16:36.7410600-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:16:41.4274832-05:00","INFO","10.230.25.31","Device UP. Ping OK (217 ms)"
"2026-03-26T08:16:47.2325575-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:16:52.2338718-05:00","WARN","10.230.25.31","Device DOWN after 2 failed pings. Ping failed: TimedOut"
"2026-03-26T08:16:56.8358786-05:00","INFO","10.230.25.31","Device UP. Ping OK (98 ms)"
"2026-03-26T08:17:07.7283097-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:17:12.1571973-05:00","INFO","10.230.25.31","Device UP. Ping OK (333 ms)"
